word	freq	tone	vowel	rhyme	coda	heavy_syllable	average_info
ko4ng	458	4	o	ong	ng	T	8.53003752307
do3u	75	3	ou	ou	NA	T	8.43811235615
sha2	6	2	a	a	NA	F	10.6049821607
pa1	10	1	a	a	NA	F	10.6129796964
pi3n	1032	3	i	in	n	T	6.14888604034
sha1	614	1	a	a	NA	F	8.67110654586
pa4	201	4	a	a	NA	F	6.68166907082
sa1i	100	1	ai	ai	NA	T	8.83626562624
sha4	99	4	a	a	NA	F	10.641728003
da4ng	634	4	a	ang	ng	T	9.6267705816
le4i	438	4	ei	ei	NA	T	8.83696604203
sheng	9	NA	e	eng	ng	T	8.82182228725
pe4i	449	4	ei	ei	NA	T	9.11520635852
ya3n	1214	3	a	an	n	T	8.46967932128
lo4u	104	4	ou	ou	NA	T	9.27989242237
me1n	2	1	e	en	n	T	10.1901856461
za3n	4	3	a	an	n	T	12.1094407024
za3o	713	3	ao	ao	NA	T	8.04336792114
da3n	29	3	a	an	n	T	11.1244223054
zhe4ng	7368	4	e	eng	ng	T	6.68522109209
za3i	143	3	ai	ai	NA	T	9.46537366291
lue3	1	3	ue	ue	NA	T	12.7832593093
ji4n	7496	4	i	in	n	T	6.25085919351
ni2n	886	2	i	in	n	T	7.45631006725
bi2	19	2	i	i	NA	F	10.6397125858
nuo2	19	2	uo	uo	NA	T	11.4283522007
pa1i	188	1	ai	ai	NA	T	10.4269201786
nv3	689	3	NA	NA	NA	T	8.67964419932
cu1n	559	1	u	un	n	T	6.18997073167
nuo4	335	4	uo	uo	NA	T	7.35857551326
luo1	1	1	uo	uo	NA	T	12.480584744
shua4i	312	4	uai	uai	NA	T	9.16489915922
mo2	819	2	o	o	NA	F	7.38184383938
mo1	44	1	o	o	NA	F	11.2328619567
du4n	392	4	u	un	n	T	3.89569418728
qua4n	121	4	ua	uan	n	T	7.7238136617
zua3n	1	3	ua	uan	n	T	10.0424086854
ti1ng	593	1	i	ing	ng	T	8.88072597652
mo4	683	4	o	o	NA	F	8.33226459836
dia4o	1137	4	iao	iao	NA	T	6.4719974512
dia4n	1669	4	ia	ian	n	T	8.00716830691
to3ng	1985	3	o	ong	ng	T	3.81315635629
sha3	5	3	a	a	NA	F	9.38306469162
duo2	115	2	uo	uo	NA	T	9.06851212758
xia2o	2	2	iao	iao	NA	T	5.33932908542
xia2n	287	2	ia	ian	n	T	8.58660082062
bi4	1707	4	i	i	NA	F	8.07808582655
ti3ng	329	3	i	ing	ng	T	9.9152019724
bi3	2292	3	i	i	NA	F	8.42855085111
nua3n	149	3	ua	uan	n	T	8.09102082403
lu4n	1010	4	u	un	n	T	5.06805171413
pa1n	248	1	a	an	n	T	9.90997642891
shua3ng	14	3	ua	uang	ng	T	10.6595387716
jia4o	2414	4	iao	iao	NA	T	6.69086073761
ta3n	434	3	a	an	n	T	5.38905170731
ta3o	447	3	ao	ao	NA	T	8.73660478413
